,city,century,Income ($)
13183,Noumea,20,11600
13184,Roseau,20,20900
13185,Pristina,20,5400
13186,Ouagadougou,20,6500
13187,Algiers,20,17200
13188,Budapest,20,11600
13189,Hong Kong,20,20900
13190, Asia,21,12400
13191,Flying Fish Cove,20,5400
13192,Macao,20,11600
13193,Guatemala City,19,17200
13194,Baku,18,9000
13195,Pyongyang,20,20900
13196,Grytviken,21,34700
13197,Pristina,20,20900
13198,Helsinki,20,6500
13199,Vaduz,20,9300
13200,Ashgabat,20,20900
13201,Oranjestad,19,9300
13202,Rome,20,11600
13203,Male,20,20900
13204,Beirut,20,9300
13205,Torshavn,20,22200
13206,Tokyo,20,12400
13207,Freetown,20,9000
13208,Sucre,20,12400
13209,Thimphu,20,9300
13210,Hagatna,20,9000
13211,Longyearbyen,20,9300
13212,Melekeok,20,9300
13213,Tashkent,20,9000
13214,Kingston,20,5400
13215,Port of Spain,20,20900
13216, Central America,18,9000
13217,Dushanbe,20,25800
13218,Guatemala City,20,9300
13219,Ottawa,20,20900
13220,Sucre,20,24100
13221,Bujumbura,19,5400
13222,Beijing,20,9000
13223,Singapur,20,9300
13224,Avarua,20,9000
13225,Antananarivo,19,17200
13226,Riyadh,20,5400
13227,Kuwait City,19,9300
13228,Antananarivo,20,9300
13229,Paramaribo,20,9300
13230,East Jerusalem,19,17200
13231,Jamestown,20,42800
13232,Reykjavik,20,9300
13233,Tarawa,21,11600
13234,Mata Utu,20,12400
13235,Alofi,20,22200
13236,Porto-Novo,20,6500
13237,Bridgetown,20,25800
13238,Kralendijk,20,5400
13239,Helsinki,20,11600
13240,George Town,20,45500
13241,San Jose,20,20900
13242,Tashkent,19,38600
13243,Monrovia,20,20900
13244,Grytviken,20,11600
13245,Banjul,20,6500
13246,Kinshasa,20,9300
13247,Papeete,20,9300
13248,Saint-Pierre,20,9300
13249,Cayenne,20,20900
13250,London,20,9000
13251,Bissau,20,11600
13252,Abuja,20,5400
13253,Basse-Terre,20,9000
13254,Tunis,19,38600
13255,Warsaw,21,20900
13256,Hamilton,20,34400
13257,Pago Pago,18,17200
13258,Baghdad,20,9000
13259,Kralendijk,20,17200
13260,Copenhagen,20,34400
13261,Canberra,20,11600
13262,Astana,20,11600
13263,Tegucigalpa,20,9300
13264,Ouagadougou,20,6500
13265,Dushanbe,20,5400
13266,Saint-Pierre,20,20900
13267,Paris,20,11600
13268,Diego Garcia,20,11600
13269,Chisinau,20,11600
13270,Damascus,19,20900
13271,Saint-Denis,20,6500
13272,Dakar,19,20900
13273,Kinshasa,20,20900
13274,Stockholm,20,9000
13275,Bern,20,39500
13276,Flying Fish Cove,20,17200
13277,Montevideo,20,3100
13278,Singapur,20,20900
13279,Tarawa,18,6500
13280,Maputo,20,9300
13281,Dili,20,22200
13282,Cairo,20,9000
13283,Kralendijk,20,9300
13284,Dublin,21,9300
13285,Rome,20,11600
13286,Tegucigalpa,20,9000
13287,Beirut,20,5400
13288, Europe,18,9300
13289, Europe,18,9300
13290,Papeete,20,9000
13291,Georgetown,20,20900
13292,Santo Domingo,20,34700
13293,Roseau,20,5400
13294,Conakry,20,9300
13295,Windhoek,20,6500
13296,Bissau,20,9300
13297,Beijing,20,17200
13298,Gibraltar,20,12400
13299,Jerusalem,20,24100
13300,Charlotte Amalie,20,42800
13301,Charlotte Amalie,20,22200
13302,Vilnius,20,11600
13303,Bishkek,20,3100
13304,Kralendijk,20,22200
13305,Baku,20,43100
13306, Polynesia,21,24100
13307,Sao Tome,20,11600
13308,Nay Pyi Taw,20,9300
13309,The Valley,20,9300
13310,Kuala Lumpur,20,9300
13311,Hanoi,20,25800
13312,Victoria,20,22200
13313,Ulan Bator,20,11600
13314,Nay Pyi Taw,20,9000
13315,Copenhagen,20,17200
13316,Ashgabat,20,9300
13317,Rome,20,6500
13318,Prague,20,9300
13319,Gustavia,20,17200
13320,Nicosia,20,25800
13321,Monrovia,20,9000
13322,Dili,20,9000
13323,Funafuti,20,17200
13324,Amsterdam,20,11600
13325,Vilnius,20,20900
13326,St. John's,20,9300
13327,Nassau,20,22200
13328,Podgorica,20,9300
13329,Marigot,19,20900
13330,Sofia,20,6500
13331,"Douglas, Isle of Man",19,25800
13332,Dublin,19,9000
13333,New Delhi,19,9300
13334,Yaren,20,24100
13335, Africa,21,17200
13336, Europe,18,9300
13337,Addis Ababa,19,34700
13338,Chisinau,19,3100
13339,Diego Garcia,19,12400
13340,Melekeok,20,43100
13341,Quito,20,9000
13342,Kingston,20,9300
13343,Paramaribo,20,6500
13344,Islamabad,20,9000
13345,Yaounde,20,24100
13346,Georgetown,20,22200
13347,Mamoudzou,20,9300
13348, Asia,21,9300
13349,Lusaka,19,9300
13350, Asia,21,17200
13351,Madrid,20,6500
13352,Oranjestad,20,12400
13353,Grytviken,20,6500
13354,Brussels,20,12400
13355,Vilnius,20,17200
13356,Ljubljana,20,9300
13357,Reykjavik,19,20900
13358,Jerusalem,19,6500
13359,Maseru,20,9300
13360,Lisbon,20,9000
13361,Dodoma,20,20900
13362,George Town,20,24100
13363,Vatican City,20,9300
13364,Singapur,20,22200
13365,Jamestown,20,12400
13366,Suva,20,22200
13367,Bangui,20,11600
13368,Kingston,20,9000
13369,Male,20,20900
13370,Belgrade,20,24100
13371,Alofi,20,9300
13372,Sofia,20,39500
13373,Macao,20,34400
13374,Jerusalem,20,6500
13375,San Jose,20,9300
13376,Pago Pago,20,17200
13377,Helsinki,19,12400
13378,Mamoudzou,20,22200
13379,Nicosia,20,9000
13380,St. George's,19,9000
13381,New Delhi,20,22200
13382,Thimphu,20,9300
13383,Banjul,20,12400
13384,Kralendijk,20,9000
13385,Bujumbura,20,9000
13386,Lilongwe,20,9300
13387,Adamstown,20,17200
13388,Damascus,20,11600
13389,Tallinn,20,9300
13390, Europe,18,11600
13391,Bandar Seri Begawan,20,9000
13392,Noumea,20,9300
13393,Malabo,20,12400
13394,Dushanbe,20,3100
13395,Abu Dhabi,20,12400
13396,Rome,20,9300
13397,Asmara,20,9300
13398,Ouagadougou,20,22200
13399,St. George's,20,9300
13400,Sarajevo,20,9300
13401,Niamey,19,3100
13402,Windhoek,20,9300
13403,Addis Ababa,20,11600
13404, Africa,18,42800
13405,Plymouth,20,22200
13406, Asia,21,11600
13407,Madrid,19,9300
13408,Kuwait City,20,34700
13409,Zagreb,19,45500
13410,St. George's,20,12400
13411,Saint-Pierre,20,17200
13412,Buenos Aires,20,6500
13413,Ankara,20,11600
13414,Tallinn,20,5400
13415,Chisinau,20,9300
13416,Bangui,19,6500
13417,Washington,20,5400
13418,Tarawa,20,9300
13419,Suva,20,12400
13420,Tbilisi,20,20900
13421,Niamey,19,9300
13422,Hong Kong,20,6500
13423,Abu Dhabi,20,5400
13424,Flying Fish Cove,20,20900
13425,New Delhi,20,11600
13426,Tegucigalpa,20,22200
13427,Tashkent,20,9000
13428,Belmopan,20,6500
13429,Accra,20,3100
13430,Diego Garcia,20,9300
13431,Adamstown,20,9300
13432,Riyadh,19,20900
13433,Kralendijk,20,25800
13434,San Marino,20,9300
13435,Windhoek,20,22200
13436,George Town,20,9300
13437,Brussels,19,17200
13438,Palikir,20,9000
13439,Port of Spain,20,9300
13440,Yaren,20,17200
13441,Valletta,20,38600
13442,Amsterdam,20,12400
13443,San Marino,20,43100
13444,Pristina,20,12400
13445,Lisbon,20,9300
13446, Caribbean,21,17200
13447,Kuwait City,20,9300
13448,Jakarta,20,12400
13449,Dhaka,20,9000
13450,Mogadishu,20,6500
13451,Kampala,20,9000
13452,Caracas,19,5400
13453,Majuro,20,9300
13454,Stockholm,20,5400
13455,Malabo,20,12400
13456,Jakarta,20,9000
13457,Nairobi,18,3100
13458,Belgrade,20,24100
13459,Yaren,19,9000
13460,Niamey,20,25800
13461,Singapur,20,5400
13462,Road Town,20,11600
13463,Kuwait City,20,43100
13464,Yamoussoukro,20,11600
13465,Tegucigalpa,20,20900
13466,Seoul,19,9300
13467,Riga,20,12400
13468,Mariehamn,20,25800
13469,Lome,20,11600
13470,Vilnius,20,12400
13471,Hong Kong,20,20900
13472,Muscat,20,11600
13473,Bamako,20,20900
13474,Ulan Bator,20,11600
13475,Willemstad,20,12400
13476,Suva,20,6500
13477,Niamey,20,5400
13478,Maputo,20,9300
13479,Gaborone,20,17200
13480,Roseau,20,9300
13481,Nuuk,20,9300
13482,Marigot,20,25800
13483,Mbabane,20,9000
13484,Majuro,20,9300
13485,Phnom Penh,20,11600
13486,Funafuti,20,17200
13487,Port of Spain,20,9000
13488,Saint-Pierre,20,17200
13489,Islamabad,20,9000
13490,Brazzaville,20,17200
13491,Nay Pyi Taw,20,11600
13492,Washington,20,11600
13493,Manila,20,20900
13494,Managua,20,34400
13495,Tbilisi,20,9300
13496,Vatican City,20,17200
13497,Budapest,20,22200
13498,Prague,20,9300
13499,Kingston,20,17200
13500,Nouakchott,20,12400
13501,Khartoum,20,6500
13502,Dhaka,20,11600
13503,Antananarivo,20,9300
13504,Dili,20,22200
13505,Asmara,20,11600
13506,San Jose,20,25800
13507,Quito,20,6500
13508,Mogadishu,20,22200
13509,Mogadishu,20,12400
13510,Belgrade,20,17200
13511,San Salvador,20,9300
13512,Avarua,19,12400
13513,Kigali,20,17200
13514,Kathmandu,20,9300
13515,Honiara,19,9300
13516,Mexico City,20,5400
13517,Abuja,20,5400
13518,Kabul,20,9000
13519,Mamoudzou,20,24100
13520,Lisbon,20,6500
13521,Malabo,20,20900
13522,Mariehamn,20,3100
13523,San Marino,20,9300
13524,Valletta,20,22200
13525,"Douglas, Isle of Man",20,3100
13526,Vienna,20,12400
13527,Brazzaville,19,25800
13528,N'Djamena,20,20900
13529,Minsk,19,9300
13530,Singapur,20,11600
13531,Pyongyang,20,42800
13532,Ashgabat,20,11600
13533,N'Djamena,20,9300
13534,Antananarivo,20,9300
13535,Cockburn Town,18,34700
13536,Torshavn,20,17200
13537,Wellington,20,12400
13538,Port Vila,20,9000
13539,Stockholm,20,20900
13540,Hagatna,20,22200
13541,Taipei,20,34400
13542,N'Djamena,20,11600
13543,Brasilia,20,6500
13544,Oslo,20,11600
13545,Apia,20,12400
13546,Amsterdam,19,9300
13547,Basse-Terre,20,6500
13548,Tegucigalpa,20,11600
13549,Funafuti,19,12400
13550,Abu Dhabi,20,9300
13551,Tirana,20,6500
13552,Warsaw,20,12400
13553,Mexico City,20,34700
13554,Gaborone,20,9000
13555,Lilongwe,20,24100
13556,Roseau,20,12400
13557,Budapest,20,39500
13558,Santiago,19,20900
13559,Abuja,20,9000
13560,Doha,20,38600
13561,Nairobi,20,5400
13562,Abu Dhabi,19,9300
13563,Luxembourg,19,20900
13564,Podgorica,20,22200
13565,Tunis,20,11600
13566,Nay Pyi Taw,20,9300
13567,Beijing,20,20900
13568,Asmara,19,17200
13569,Ankara,20,9000
13570,Washington,19,9300
13571,Hamilton,20,17200
13572,Saint-Denis,20,11600
13573,Mbabane,20,3100
13574,Manama,20,34400
13575,Mamoudzou,20,22200
13576,Algiers,19,17200
13577,St. John's,20,22200
13578,Mexico City,20,22200
13579,Oslo,20,39500
13580,Pago Pago,20,9300
13581,Algiers,20,22200
13582,London,20,11600
13583,Charlotte Amalie,20,11600
13584,Nay Pyi Taw,20,11600
13585,Mariehamn,20,22200
13586,Luxembourg,20,6500
13587,Luanda,20,22200
13588,Cairo,20,6500
13589,Bogota,19,11600
13590,Jamestown,19,17200
13591,Dili,19,5400
13592,Ashgabat,20,9300
13593,Noumea,19,17200
13594, Europe,18,11600
13595,Minsk,20,17200
13596, Asia,21,20900
13597,Saint-Denis,20,20900
13598,Juba,20,6500
13599,Abu Dhabi,18,11600
13600,Seoul,19,22200
13601,Lima,19,12400
13602,Marigot,19,20900
13603,Thimphu,20,12400
13604,Accra,20,9000
13605,New Delhi,20,5400
13606,Asuncion,20,9300
13607,Brasilia,20,9300
13608,Sao Tome,19,34700
13609,San Juan,20,5400
13610,"Douglas, Isle of Man",20,38600
13611,Basse-Terre,20,6500
13612,Dushanbe,20,9000
13613,The Valley,20,38600
13614,El-Aaiun,20,25800
13615,Monrovia,20,6500
13616,Kuwait City,20,6500
13617,Oslo,20,25800
13618,Mariehamn,20,9000
13619,Sofia,20,9300
13620,Nuuk,20,24100
13621,Vientiane,20,6500
13622,Charlotte Amalie,20,9300
13623,Marigot,20,9000
13624,Port of Spain,20,12400
13625,Belgrade,20,25800
13626,Accra,20,9300
13627,Jerusalem,20,11600
13628,Pretoria,20,9300
13629,El-Aaiun,20,11600
13630,Asuncion,20,11600
13631,Algiers,20,5400
13632,Moscow,20,24100
13633,Oslo,20,9000
13634,London,20,17200
13635,Bandar Seri Begawan,20,12400
13636,Luanda,20,9000
13637, Europe,18,39500
13638,Funafuti,19,9000
13639,Bridgetown,20,12400
13640,Tashkent,20,17200
13641,Wellington,20,20900
13642,Riga,20,9300
13643,San Salvador,20,20900
13644,Amman,19,17200
13645,Podgorica,20,34400
13646,Cockburn Town,19,9300
13647,Plymouth,20,9300
13648,Dodoma,20,9300
13649,Luxembourg,20,22200
13650,Addis Ababa,20,9000
13651,Windhoek,20,9300
13652,Yerevan,20,11600
13653,St. John's,20,9300
13654, Micronesia,21,9000
13655,San Juan,20,20900
13656,Kigali,20,22200
13657,Baku,20,17200
13658,Jerusalem,20,24100
13659,Pristina,20,20900
13660,Damascus,20,9300
13661,Port-au-Prince,20,5400
13662,Jerusalem,20,24100
13663,Tehran,20,9000
13664,El-Aaiun,20,9300
13665,Antananarivo,20,9300
13666,Nassau,20,9300
13667,Saint-Denis,20,9000
13668, Oceania,21,9000
13669,Valletta,19,9300
13670,Sanaa,20,25800
13671,Paris,20,12400
13672,Tirana,20,11600
13673,Tokyo,20,20900
13674,Bujumbura,20,34400
13675,Cairo,20,22200
13676,Flying Fish Cove,20,9300
13677,Port-au-Prince,19,22200
13678,Saint-Pierre,20,17200
13679,Kuala Lumpur,20,17200
13680,East Jerusalem,20,24100
13681,Tokyo,20,9300
13682,Taipei,20,34400
13683,Singapur,20,9300
13684,Tunis,20,20900
13685,Pretoria,20,22200
13686,Panama City,20,22200
13687,Roseau,20,9000
13688,Mogadishu,20,11600
13689,Berlin,19,12400
13690,Copenhagen,20,9300
13691,Dushanbe,20,9000
13692,Asuncion,20,5400
13693,Plymouth,20,9300
13694,Bangui,20,11600
13695,Praia,19,17200
13696,Port Vila,20,22200
13697,Juba,20,11600
13698,Singapur,20,17200
13699, Africa,21,12400
13700,Oslo,20,12400
13701,Manama,20,11600
13702,Tehran,19,9000
13703,Managua,20,6500
13704,Stockholm,20,9300
13705,N'Djamena,19,45500
13706,Tegucigalpa,20,11600
13707,London,19,9300
13708,Kuwait City,19,3100
13709,Kiev,20,12400
13710,Pago Pago,20,22200
13711,London,20,9300
13712,Brazzaville,20,9300
13713,Thimphu,20,12400
13714,Alofi,20,11600
13715,Vilnius,20,9000
13716,Mexico City,20,12400
13717,Cayenne,20,9300
13718,Sofia,20,9300
13719,Dublin,20,9300
13720,Sucre,19,9300
13721,Amsterdam,20,25800
13722,Porto-Novo,20,9300
13723,Tirana,20,11600
13724,Diego Garcia,20,20900
13725,Juba,20,9000
13726,Honiara,19,12400
13727,Bratislava,20,6500
13728,Dublin,20,5400
13729,Hong Kong,19,20900
13730,St Peter Port,20,6500
13731,Madrid,19,5400
13732,Asmara,20,6500
13733,Sofia,20,17200
13734,Kingstown,20,9300
13735,Fort-de-France,20,5400
13736,Kinshasa,20,6500
13737,Bucharest,20,22200
13738,Quito,20,20900
13739,Riga,20,22200
13740,Oslo,20,9300
13741,Basse-Terre,20,9300
13742, Asia,21,6500
13743,Podgorica,20,9300
13744,Victoria,20,34700
13745,Caracas,19,9300
13746,Majuro,19,6500
13747,George Town,19,9300
13748,Dublin,20,25800
13749,Georgetown,20,20900
13750,Mbabane,20,17200
13751,Bern,20,9000
13752,Santiago,21,42800
13753,Helsinki,20,6500
13754,Basse-Terre,20,12400
13755,Colombo,20,9000
13756,Basse-Terre,20,22200
13757,Philipsburg,20,9000
13758,Warsaw,20,6500
13759,Chisinau,19,3100
13760,Libreville,20,20900
13761,Ashgabat,20,38600
13762,Lilongwe,20,9300
13763,Road Town,20,9300
13764,Flying Fish Cove,20,20900
13765,Rome,20,9300
13766,Ankara,20,9300
13767,Vatican City,19,9300
13768,Santiago,20,9000
13769,Dhaka,20,20900
13770,Washington,20,6500
13771,Roseau,20,6500
13772,Road Town,20,9000
13773,Antananarivo,20,5400
13774,Andorra la Vella,19,11600
13775,Longyearbyen,20,9300
13776,Gibraltar,19,9000
13777,Rome,19,24100
13778,Bandar Seri Begawan,19,5400
13779,Port Moresby,19,38600
13780,Kampala,20,5400
13781,Kathmandu,20,9000
13782,Bogota,20,6500
13783,Tarawa,20,9000
13784,St. George's,20,17200
13785,East Jerusalem,20,3100
13786,Santiago,20,24100
13787,Yaounde,20,5400
13788,Riga,20,5400
13789,Male,18,11600
13790,Dhaka,20,12400
13791,Dhaka,20,6500
13792,San Marino,19,9000
13793,Plymouth,20,9300
13794,Bridgetown,20,6500
13795,Papeete,20,22200
13796,Bissau,20,9300
13797,Longyearbyen,20,9300
13798,Thimphu,20,5400
13799,Jakarta,19,9300
13800,Bujumbura,19,9300
13801,Harare,20,5400
13802,Willemstad,19,12400
13803,Phnom Penh,20,25800
13804,Monrovia,20,20900
13805,Nuuk,19,9300
13806,Tehran,19,11600
13807,St. John's,20,6500
13808,Mexico City,20,38600
13809,Tehran,20,9300
13810,Gaborone,20,17200
13811,Warsaw,20,17200
13812,Brussels,19,12400
13813,Victoria,19,9000
13814,Valletta,21,9000
13815,Maseru,20,25800
13816,Banjul,20,25800
13817,Tbilisi,19,6500
13818,Tbilisi,19,5400
13819, Africa,21,3100
13820, Africa,21,6500
13821,Saint-Pierre,21,9300
13822,Lisbon,20,20900
13823,Beirut,20,9000
13824,San Marino,20,11600
13825,Tripolis,20,11600
13826,Port Moresby,20,20900
13827,Philipsburg,20,9000
13828,Porto-Novo,20,9300
13829,Tegucigalpa,20,6500
13830,Bujumbura,20,5400
13831,Nay Pyi Taw,20,12400
13832,Cockburn Town,20,3100
13833,Santiago,19,20900
13834,Abuja,20,12400
13835,Kabul,20,5400
13836,Seoul,20,22200
13837,Abuja,20,20900
13838,Mogadishu,20,9000
13839,Hamilton,20,9300
13840,Seoul,20,6500
13841,Lusaka,20,5400
13842,Port Vila,20,17200
13843,Mexico City,20,20900
13844,Yamoussoukro,20,20900
13845,Bissau,19,9300
13846,Chisinau,21,3100
13847,Kinshasa,19,22200
13848,Panama City,19,12400
13849,Rabat,19,42800
13850, Eastern Asia,18,5400
13851,Pyongyang,19,9300
13852,Montevideo,20,6500
13853,Honiara,20,43100
13854,Mexico City,20,12400
13855,Nuuk,20,20900
13856,Moroni,20,17200
13857,Kigali,20,9300
13858,Torshavn,20,11600
13859,Baku,20,22200
13860,Maseru,20,20900
13861,Philipsburg,20,9300
13862,Bangkok,20,9300
13863,Bogota,19,9300
13864,Saint Helier,20,9000
13865,Kingston,20,12400
13866,Chisinau,20,9300
13867,Vaduz,20,22200
13868,Papeete,21,9300
13869,Stockholm,19,5400
13870,Tirana,20,9300
13871,Vienna,20,12400
13872,Fort-de-France,20,20900
13873,Algiers,19,34400
13874,Madrid,20,20900
13875,Saint Helier,20,12400
13876,Luanda,20,17200
13877,Hong Kong,20,11600
13878,Nuuk,20,17200
13879,Vilnius,19,38600
13880,Stockholm,19,12400
13881,Nassau,20,24100
13882,Hagatna,20,9300
13883,Prague,21,9300
13884,Gaborone,20,25800
13885,San Jose,20,11600
13886,Manama,19,12400
13887,St. George's,20,9300
13888,Moscow,20,34700
13889,Doha,19,9300
13890,Rabat,20,3100
13891,Gibraltar,20,20900
13892,Ankara,20,5400
13893,Dublin,20,20900
13894, Asia,21,9300
13895,Bishkek,20,22200
13896,Montevideo,20,24100
13897,Sarajevo,20,22200
13898,Tarawa,19,11600
13899,San Salvador,19,20900
13900,Willemstad,19,38600
13901,Belmopan,20,43100
13902,Macao,20,9300
13903,San Jose,20,9300
13904,Bern,19,20900
13905,Kiev,20,9300
13906,Mexico City,20,11600
13907,Helsinki,20,6500
13908,Funafuti,20,38600
13909,Libreville,20,20900
13910,Athens,20,11600
13911,Maseru,20,39500
13912,Antananarivo,20,42800
13913,Suva,20,5400
13914,St. George's,20,6500
13915,Hamilton,20,12400
13916,Reykjavik,19,5400
13917,Rabat,19,24100
13918,Kigali,20,9300
13919,Addis Ababa,20,9300
13920,Nuuk,20,11600
13921,Moscow,20,12400
13922,Baku,20,6500
13923,Quito,20,9300
13924,Colombo,19,6500
13925,Saint-Pierre,20,12400
13926,Brussels,19,9300
13927,Havana,20,9300
13928,Belgrade,20,22200
13929,Bangkok,20,11600
13930,Bandar Seri Begawan,20,9300
13931,Nassau,20,22200
13932,Port Vila,20,9000
13933,N'Djamena,20,3100
13934,Maputo,20,25800
13935,Saipan,20,24100
13936,Wellington,19,9000
13937,Havana,20,22200
13938,Conakry,20,25800
13939, Eastern Asia,18,6500
13940,Minsk,20,11600
13941,Moroni,20,12400
13942,Belmopan,20,6500
13943,Riyadh,20,17200
13944,Andorra la Vella,20,11600
13945,Pago Pago,20,9000
13946, Central America,21,11600
13947,Skopje,20,12400
13948,Paris,20,11600
13949,Port-aux-Francais,20,24100
13950,Seoul,20,34400
13951,Gaborone,20,9000
13952,Saint-Denis,20,42800
13953,Cockburn Town,19,17200
13954,Bratislava,20,17200
13955,Andorra la Vella,20,6500
13956,Charlotte Amalie,20,9300
13957,Accra,20,25800
13958,Panama City,20,9300
13959,Tbilisi,20,3100
13960,Bangui,20,17200
13961,Prague,20,22200
13962,Papeete,20,11600
13963,Djibouti,20,3100
13964,Jakarta,20,6500
13965,Adamstown,20,9000
13966,Nuku'alofa,20,5400
13967,Buenos Aires,20,17200
13968,Suva,20,34400
13969,Marigot,20,9000
13970,George Town,20,34700
13971,Victoria,20,9300
13972,Mamoudzou,20,12400
13973,Paramaribo,20,9300
13974,Port Vila,20,12400
13975,Mogadishu,20,9000
13976,Mexico City,20,17200
13977,Luanda,20,12400
13978,Algiers,20,9000
13979,Mariehamn,20,25800
13980,Kingston,20,11600
13981,Islamabad,20,6500
13982,Nuku'alofa,20,17200
13983,Malabo,20,17200
13984,Dodoma,20,11600
13985,San Juan,20,9300
13986,Yaounde,20,9000
13987,Castries,20,6500
13988,Baghdad,20,17200
13989,The Valley,20,9300
13990,Athens,19,11600
13991,Kigali,20,12400
13992,Apia,20,6500
13993,Stanley,19,9300
13994,Ouagadougou,19,11600
13995,Flying Fish Cove,19,12400
13996,Saint-Pierre,20,24100
13997,Gustavia,20,12400
13998,Freetown,20,17200
13999,San Juan,20,5400
14000,Pristina,20,11600
14001,Saint-Denis,20,22200
14002,Palikir,20,12400
14003,Mogadishu,20,12400
14004,Palikir,20,24100
14005,Ashgabat,20,6500
14006,Ankara,20,17200
14007,Caracas,20,24100
14008,Kiev,20,9300
14009,Madrid,20,12400
14010,Praia,20,11600
14011,Brazzaville,20,34700
14012,Kabul,20,39500
14013,Port-au-Prince,19,20900
14014,Belmopan,20,9300
14015,Freetown,20,9000
14016,Ottawa,20,9300
14017,Oranjestad,20,42800
14018,Malabo,18,9300
14019,"Douglas, Isle of Man",20,24100
14020,Rabat,19,9300
14021,Willemstad,19,9000
14022,Tunis,19,9300
14023,Kingston,19,5400
14024,Lima,19,12400
14025,Kabul,20,22200
14026,London,20,9300
14027,Dublin,20,6500
14028,Brazzaville,20,9000
14029,Port Vila,20,5400
14030,Paris,20,9000
14031,Astana,19,17200
14032,Brussels,20,12400
14033,Castries,19,12400
14034,Torshavn,20,3100
14035,Muscat,20,5400
14036,Sarajevo,20,3100
14037,Bangui,18,9300
14038,Kingston,20,17200
14039,Kathmandu,20,20900
14040,Brussels,20,17200
14041,Plymouth,20,20900
14042,Saint-Pierre,20,20900
14043,Charlotte Amalie,20,6500
14044, Eastern Asia,18,6500
14045,George Town,21,9300
14046,Port of Spain,19,34400
14047,Baghdad,20,22200
14048,Nicosia,20,43100
14049,Dakar,20,17200
14050,Oranjestad,20,6500
14051,Taipei,20,20900
14052,Accra,20,6500
14053,Tehran,20,22200
14054,Guatemala City,20,17200
14055,Oranjestad,20,22200
14056,Madrid,19,9300
14057,Phnom Penh,20,24100
14058,Papeete,21,20900
14059,Kathmandu,20,9300
14060,Charlotte Amalie,20,6500
14061,Riga,20,22200
14062,Diego Garcia,20,11600
14063,St Peter Port,20,12400
14064,Oranjestad,20,17200
14065,Maputo,20,34400
14066,Conakry,20,9000
14067,Quito,20,17200
14068,Bangkok,19,24100
14069,Managua,20,22200
14070,Thimphu,20,25800
14071,Managua,20,25800
14072,Valletta,20,11600
14073,Papeete,21,9300
14074,Dhaka,20,5400
14075,Bridgetown,20,17200
14076,Bucharest,20,22200
14077,Dhaka,20,5400
14078,Kinshasa,20,11600
14079,Thimphu,20,12400
