,city,year,Income ($)
14515,Reykjavik,1890,42800
14516,Bandar Seri Begawan,1970,12400
14517, Gabon,20,6500
14518,Bujumbura,1980,17200
14519, Burundi,19,38600
14520, Eritrea,19,25800
14521, Asia,19,6500
14522,Tokyo,1890,17200
14523,Tirana,1960,20900
14524, France,19,9300
14525,Roseau,1920,9300
14526, Niue,19,12400
14527,Bandar Seri Begawan,1950,11600
14528, Fiji Islands,19,5400
14529,Gibraltar,1970,24100
14530,Podgorica,1890,6500
14531,Pago Pago,1930,12400
14532,Tegucigalpa,1970,11600
14533,Kiev,1950,20900
14534,Banjul,1960,11600
14535, Nigeria,19,5400
14536,Bamako,1970,9300
14537,Dili,1960,24100
14538,Bogota,1960,3100
14539, Asia,19,5400
14540,Santiago,1970,5400
14541,Asuncion,1940,12400
14542,Gaborone,1970,9000
14543,Paramaribo,1969,9300
14544,Jamestown,1950,20900
14545,Kathmandu,1960,9300
14546,Kinshasa,1950,9300
14547,Dushanbe,1910,6500
14548,Panama City,1940,5400
14549,Praia,1920,9300
14550,Athens,1940,9000
14551,Mexico City,1930,12400
14552, Polynesia,21,11600
14553,Saint-Pierre,1970,20900
14554, Asia,19,20900
14555,Saint-Denis,1970,39500
14556,Amman,1960,3100
14557, Asia,19,5400
14558, Asia,19,12400
14559, Man (Isle of),19,12400
14560, Zimbabwe,20,25800
14561, Western Asia,21,5400
14562, Americas,19,6500
14563, Latvia,19,6500
14564, Comoros,21,11600
14565,Cairo,1920,6500
14566, Sao Tome and Principe,20,11600
14567,Ouagadougou,1840,22200
14568,Port of Spain,1920,9300
14569,Wellington,1900,6500
14570, Americas,19,17200
14571, Asia,19,20900
14572, Chile,20,9300
14573,San Jose,1900,17200
14574, Cyprus,19,11600
14575, Americas,19,12400
14576,Buenos Aires,1930,6500
14577,Seoul,1910,9300
14578, Caribbean,18,11600
14579,Tunis,1930,12400
14580,Tokyo,1910,34400
14581, Southern Europe,18,25800
14582, Serbia,19,11600
14583, Kiribati,19,22200
14584, Iraq,20,12400
14585, Eastern Europe,21,6500
14586, Central America,21,20900
14587,Riyadh,1960,25800
14588,San Jose,1890,17200
14589, Brunei,20,11600
14590,Bujumbura,1970,24100
14591,Belgrade,1890,17200
14592,Moscow,1920,9300
14593,Chisinau,1920,17200
14594,Berlin,1880,25800
14595, Asia,19,9300
14596, Mauritius,20,20900
14597, Tunisia,19,24100
14598, Israel,20,12400
14599,Jamestown,1880,17200
14600,Abu Dhabi,1900,20900
14601,Belgrade,1890,20900
14602,Philipsburg,1890,9000
14603,Vientiane,1890,9300
14604, Switzerland,19,9000
14605,London,1920,9000
14606,San Salvador,1970,20900
14607,Bangui,1970,9000
14608,Vatican City,1960,20900
14609,Avarua,1950,9000
14610,Avarua,1960,20900
14611,Alofi,1970,39500
14612,New Delhi,1970,9000
14613,Vientiane,1950,9000
14614,Nuku'alofa,1950,5400
14615,Belmopan,1940,6500
14616,Saipan,1940,9000
14617,Kuala Lumpur,1880,5400
14618, Nigeria,19,11600
14619,Tegucigalpa,1960,24100
14620, Asia,19,6500
14621,Kingstown,1950,11600
14622, Serbia,19,6500
14623,Moroni,1920,5400
14624,Mbabane,1910,9300
14625,Niamey,1900,12400
14626,Fort-de-France,1910,6500
14627,Ouagadougou,1940,9300
14628,Kinshasa,1880,9300
14629,Mogadishu,1950,9300
14630,Asuncion,1940,9000
14631, Estonia,19,3100
14632,Helsinki,1880,9300
14633, Asia,19,24100
14634,Bridgetown,1930,17200
14635,Zagreb,1880,6500
14636,Kuala Lumpur,1950,3100
14637,Mbabane,1970,34700
14638,Port Louis,1960,17200
14639,N'Djamena,1920,3100
14640, Europe,20,9300
14641,Stockholm,1960,43100
14642,Longyearbyen,1970,9300
14643,Amman,1940,9300
14644, Middle Africa,18,12400
14645, Malawi,20,20900
14646,Zagreb,1880,12400
14647,Port-au-Prince,1940,22200
14648,Kigali,1940,22200
14649,Phnom Penh,1960,11600
14650,Baku,1920,9300
14651, Americas,19,22200
14652,Santo Domingo,1910,6500
14653, Micronesia,19,9000
14654,Dili,1960,9300
14655,Roseau,1970,12400
14656,Jerusalem,1910,12400
14657,East Jerusalem,1930,22200
14658, Taiwan,20,9300
14659,Algiers,1950,5400
14660,Baku,1940,9300
14661,Asmara,1950,6500
14662,Dakar,1930,5400
14663,Khartoum,1940,17200
14664,Windhoek,1950,11600
14665,Montevideo,1930,12400
14666,Port-aux-Francais,1930,24100
14667,Ouagadougou,1890,9300
14668,Algiers,1930,20900
14669, Austria,19,34400
14670,Ljubljana,1930,17200
14671, Yemen,20,25800
14672,Adamstown,1940,11600
14673,Tegucigalpa,1940,5400
14674,St Peter Port,1950,9300
14675,Bissau,1950,9300
14676,Tokyo,1860,9300
14677,Vaduz,1930,25800
14678,Stockholm,1929,20900
14679,Sofia,1930,34400
14680, Jordan,20,3100
14681,Mbabane,1970,20900
14682,Windhoek,1910,9300
14683, Oceania,20,9300
14684, South Africa,19,12400
14685, Americas,19,9300
14686,Addis Ababa,1920,9300
14687, Kazakhstan,20,34400
14688, Caribbean,21,5400
14689, Nicaragua,20,9300
14690, Western Europe,21,11600
14691,San Marino,1960,24100
14692, Europe,20,43100
14693, South-Eastern Asia,21,6500
14694, Taiwan,20,24100
14695, Kyrgyzstan,20,25800
14696, Australia and New Zealand,21,12400
14697, South America,18,9000
14698, Americas,19,9300
14699, France,19,11600
14700, South Sudan,19,5400
14701,East Jerusalem,1940,9300
14702, Mauritius,19,24100
14703,Beijing,1920,24100
14704,Quito,1900,12400
14705,Tarawa,1920,20900
14706,Port Moresby,1910,9300
14707, Americas,19,9000
14708, Slovakia,19,9300
14709,Lilongwe,1940,6500
14710,Seoul,1910,20900
14711,East Jerusalem,1910,25800
14712,Caracas,1960,9300
14713, Oceania,20,11600
14714,Dakar,1930,9300
14715,Tirana,1930,20900
14716, Central America,21,11600
14717, Asia,19,11600
14718,Lima,1890,5400
14719,Moscow,1920,9300
14720,Lima,1890,20900
14721, Guam,19,20900
14722, Gabon,19,24100
14723, Eastern Africa,21,17200
14724, United States,20,17200
14725,Riga,1930,9300
14726,Belmopan,1940,6500
14727,Niamey,1940,5400
14728, Guinea,20,5400
14729,Longyearbyen,1960,9000
14730,Amman,1960,42800
14731, Oceania,20,24100
14732,Suva,1960,9000
14733,Fort-de-France,1950,11600
14734, Tajikistan,20,5400
14735,Ljubljana,1940,11600
14736,Tarawa,1930,20900
14737,Pristina,1960,12400
14738,Gustavia,1931,9000
14739, South Sudan,20,6500
14740,Bridgetown,1940,11600
14741,Skopje,1967,3100
14742,Mexico City,1910,12400
14743, Europe,20,22200
14744,Monaco,1930,9000
14745, Mexico,20,25800
14746,Flying Fish Cove,1890,12400
14747,Hanoi,1930,9000
14748,Alofi,1930,34700
14749,Adamstown,1920,9300
14750, Asia,19,17200
14751,Kingston,1880,22200
14752, Eastern Africa,21,12400
14753, Europe,20,24100
14754,Palikir,1980,11600
14755,Thimphu,1950,20900
14756, Afghanistan,20,12400
14757,Vatican City,1970,12400
14758,Vientiane,1940,34400
14759, Bolivia,20,11600
14760,Hong Kong,1910,9300
14761,Banjul,1920,9300
14762,Avarua,1910,34400
14763,Ulan Bator,1910,5400
14764,Lusaka,1920,11600
14765,Adamstown,1920,9300
14766, Palestinian Territory Occupied,20,9300
14767, Southern Europe,18,17200
14768, Americas,19,12400
14769,Port of Spain,1950,22200
14770,Nay Pyi Taw,1910,9000
14771, Europe,20,34400
14772,Fort-de-France,1950,22200
14773,Baku,1980,6500
14774,Mamoudzou,1950,17200
14775, Liechtenstein,19,6500
14776, Europe,20,20900
14777,Cayenne,1970,25800
14778,Porto-Novo,1960,39500
14779,Asmara,1960,5400
14780,Paramaribo,1960,9300
14781,Quito,1960,20900
14782,Mariehamn,1950,3100
14783,Helsinki,1960,25800
14784,Hagatna,1900,11600
14785, Europe,20,9000
14786, Oceania,20,24100
14787,Diego Garcia,1970,24100
14788,Port Moresby,1960,17200
14789, Peru,20,22200
14790,Tallinn,1970,3100
14791,Abu Dhabi,1920,9300
14792,Baku,1950,12400
14793,Papeete,1950,9300
14794,Canberra,1950,6500
14795,Monaco,1950,34700
14796,New Delhi,1950,34400
14797,Macao,1930,12400
14798,Belgrade,1960,9300
14799, Sierra Leone,20,11600
14800, Europe,20,39500
14801, Saudi Arabia,20,38600
14802,Santiago,1930,9300
14803,Riga,1950,12400
14804,Brussels,1940,3100
14805,Rabat,1950,20900
14806,Funafuti,1950,6500
14807,Thimphu,1900,9300
14808,Santiago,1900,9000
14809,London,1920,6500
14810,Luxembourg,1920,9300
14811,Apia,1950,38600
14812,Diego Garcia,1910,6500
14813,Muscat,1940,9000
14814,Nicosia,1930,9000
14815,Bratislava,1970,17200
14816, Philippines,20,9000
14817, Americas,19,9000
14818, Southern Europe,21,5400
14819,Luxembourg,1930,6500
14820, Tajikistan,20,9000
14821, Americas,19,34400
14822,Praia,1870,11600
14823, American Samoa,19,25800
14824, Anguilla,20,6500
14825,Colombo,1920,9300
14826,Banjul,1920,9300
14827,Basseterre,1970,3100
14828,Pristina,1950,9300
14829,Lisbon,1920,17200
14830,Seoul,1910,34400
14831,Nouakchott,1930,24100
14832,Kinshasa,1930,5400
14833,Nuuk,1930,9000
14834,Moscow,1930,12400
14835,Manila,1900,9300
14836,Porto-Novo,1920,9000
14837,Stanley,1910,25800
14838,Vatican City,1910,9300
14839,Santo Domingo,1920,9000
14840,Palikir,1920,11600
14841,Funafuti,1920,9300
14842,Saint-Pierre,1920,17200
14843,Luxembourg,1910,9000
14844,Road Town,1920,12400
14845,Dhaka,1930,9000
14846,Diego Garcia,1920,11600
14847,St Peter Port,1920,20900
14848,Porto-Novo,1920,34700
14849,Nouakchott,1910,34400
14850,Kuwait City,1920,11600
14851,Yamoussoukro,1914,11600
14852,Melekeok,1900,12400
14853,Yamoussoukro,1920,9000
14854,Libreville,1949,11600
14855,Amsterdam,1930,11600
14856,Kingston,1910,12400
14857, Europe,20,11600
14858,Kathmandu,1900,6500
14859, Iraq,20,12400
14860,Nuuk,1910,9000
14861,Addis Ababa,1970,6500
14862, Americas,19,34700
14863, Mali,20,11600
14864,Monaco,1960,5400
14865,Copenhagen,1910,9000
14866,Ankara,1970,20900
14867,Accra,1950,22200
14868,Nicosia,1960,12400
14869,Port of Spain,1940,11600
14870,Dushanbe,1960,9300
14871,Cayenne,1950,9000
14872,Monaco,1940,25800
14873,The Valley,1950,12400
14874, Asia,19,6500
14875, Asia,19,12400
14876,Dili,1930,9300
14877, Congo,20,6500
14878, Europe,20,5400
14879,Palikir,1980,9000
14880,Vilnius,1910,17200
14881,Vatican City,1900,6500
14882,Sarajevo,1930,11600
14883,Washington,1900,12400
14884,Nay Pyi Taw,1920,17200
14885,Athens,1930,12400
14886,San Salvador,1930,6500
14887, Americas,19,11600
14888, Kenya,19,20900
14889,Tokyo,1890,6500
14890,Jerusalem,1930,9300
14891,Maseru,1940,9000
14892, Cape Verde,20,24100
14893,Vilnius,1950,34400
14894,Bern,1940,25800
14895, Americas,19,9300
14896,Luanda,1930,17200
14897, Tonga,19,17200
14898,Freetown,1930,11600
14899,Singapur,1920,6500
14900,Nuuk,1900,11600
14901,Vilnius,1920,5400
14902, Romania,19,17200
14903,Gaborone,1940,12400
14904,Lima,1940,20900
14905,Reykjavik,1950,9000
14906,Sanaa,1900,9300
14907,Kampala,1920,24100
14908, Western Asia,21,24100
14909,Kabul,1950,17200
14910,Kathmandu,1940,6500
14911,Astana,1960,9300
14912,Havana,1920,20900
14913, Oceania,20,24100
14914,Dili,1950,9300
14915,Bangui,1930,9300
14916,Cockburn Town,1980,9300
14917, Americas,19,20900
14918,Basseterre,1960,20900
14919, Korea North,20,9000
14920,Honiara,1950,9000
14921,Maputo,1920,12400
14922,Pago Pago,1960,17200
14923, Norway,19,39500
14924,Islamabad,1910,9300
14925, Caribbean,18,6500
14926, Americas,19,3100
14927,Ashgabat,1950,9000
14928, Comoros,19,25800
14929,Bridgetown,1920,12400
14930,Malabo,1930,20900
14931,Moscow,1930,22200
14932,Melekeok,1950,9300
14933, Barbados,20,5400
14934,Kigali,1890,6500
14935,Berlin,1900,25800
14936, Japan,20,17200
14937,Amman,1940,9000
14938,Tegucigalpa,1900,9300
14939,Maseru,1930,9000
14940,Porto-Novo,1950,9300
14941,Port-aux-Francais,1930,9300
14942, Virgin Islands (British),20,9000
14943, Somalia,20,9300
14944,Dushanbe,1960,9300
14945, Central America,21,9300
14946, Asia,19,9000
14947,San Marino,1960,12400
14948,Port-au-Prince,1960,22200
14949,Damascus,1950,3100
14950,Marigot,1950,9300
14951,Islamabad,1930,20900
14952,Chisinau,1940,11600
14953,Budapest,1950,9000
14954,Podgorica,1950,9300
14955,Bern,1950,9300
14956,Stanley,1940,17200
14957,Basse-Terre,1960,11600
14958,Funafuti,1940,12400
14959,Stockholm,1970,20900
14960, Europe,20,11600
14961,Porto-Novo,1950,9300
14962,Singapur,1890,12400
14963,Flying Fish Cove,1920,17200
14964,Andorra la Vella,1950,11600
14965,Jamestown,1960,12400
14966,Malabo,1940,25800
14967,Mariehamn,1950,12400
14968,Bucharest,1940,17200
14969,The Valley,1910,6500
14970,Macao,1940,17200
14971,Sofia,1970,11600
14972,Brasilia,1900,12400
14973,Mexico City,1940,22200
14974, Jersey,19,12400
14975, Uruguay,20,24100
14976,Windhoek,1930,9300
14977,Hanoi,1910,20900
14978,Gustavia,1920,9000
14979,Nouakchott,1930,9300
14980,Bujumbura,1930,9300
14981,Tegucigalpa,1960,9300
14982,Bangkok,1960,9300
14983,Apia,1960,17200
14984, France,19,9000
14985,London,1940,9000
14986, Europe,20,9000
14987, Gabon,20,34400
14988,Port Vila,1920,11600
14989,Georgetown,1920,24100
14990,Gaborone,1910,17200
14991,Bern,1950,3100
14992,Amman,1940,12400
14993,Bujumbura,1960,9000
14994,Thimphu,1980,17200
14995,Luxembourg,1960,6500
14996,Diego Garcia,1930,5400
14997, Oceania,20,11600
14998,Jakarta,1970,11600
14999, Sao Tome and Principe,20,22200
15000,Maseru,1940,38600
15001,Chisinau,1960,9300
15002,Longyearbyen,1980,9300
15003,Doha,1950,25800
15004,Moroni,1950,34400
15005,Havana,1930,24100
15006,Tarawa,1950,12400
15007,Stockholm,1930,17200
15008,Port-au-Prince,1960,39500
15009,Panama City,1810,17200
15010,Jakarta,1900,17200
15011, Eritrea,19,34400
15012, Laos,20,34400
15013, Africa,18-21,22200
15014,Oslo,1900,38600
15015,Panama City,1940,11600
15016,Gibraltar,1960,9300
15017, Mauritania,19,9300
15018, Americas,19,17200
15019,Ankara,1960,9300
15020, Eastern Asia,21,9300
15021, Oceania,20,9300
15022, Europe,20,9300
15023,Helsinki,1940,25800
15024,Brasilia,1920,9300
15025,Castries,1920,5400
15026,Castries,1940,11600
15027, Nigeria,19,9300
15028,Marigot,1950,34400
15029,Djibouti,1950,22200
15030,San Juan,1940,17200
15031, Nigeria,20,12400
15032,Saint Helier,1960,25800
15033,Cayenne,1970,9000
15034,Port Vila,1970,9300
15035,Kabul,1950,25800
15036,Rabat,1950,34400
15037,Cairo,1950,20900
15038, Mozambique,19,6500
15039, Lithuania,19,9000
15040,Bangkok,1920,11600
15041, Oceania,20,5400
15042,Saint-Denis,1970,9300
15043,Port Vila,1950,9000
15044, Finland,19,12400
15045, Americas,19,25800
15046, Bolivia,20,6500
15047,Dakar,1920,17200
15048, Eastern Africa,20,11600
15049, Americas,19,9300
15050, Portugal,19,34700
15051, Congo,20,6500
15052,Vatican City,1960,43100
15053, Oceania,20,24100
15054,Islamabad,1940,6500
15055,Doha,1920,9000
15056,Saipan,1940,11600
15057,Singapur,1960,12400
15058,Algiers,1940,25800
15059,Jakarta,1970,9300
15060,Honiara,1940,5400
15061,Santiago,1930,5400
15062,Saint-Pierre,1970,20900
15063,Paramaribo,1970,43100
15064,Vaduz,1950,3100
15065, Botswana,20,9300
15066,Port Vila,1960,20900
15067,Pyongyang,1960,9300
15068,Tashkent,1930,9000
15069,Abuja,1970,6500
15070,Asmara,1900,17200
15071,Ulan Bator,1970,24100
15072,Torshavn,1970,42800
15073,Praia,1970,12400
15074,Thimphu,1950,34400
15075, Asia,19,9300
15076,Mamoudzou,1970,9300
15077,Jamestown,1970,20900
15078,Juba,1970,11600
15079,New Delhi,1970,22200
15080,Bogota,1920,24100
15081,Helsinki,1900,12400
15082,Madrid,1920,5400
15083, Eastern Africa,20,24100
15084,Saint-Pierre,1900,6500
15085,Lima,1920,17200
15086,Bratislava,1920,6500
15087,N'Djamena,1910,5400
15088,Road Town,1920,11600
15089, Southern Africa,21,20900
15090, Polynesia,21,22200
15091,Khartoum,1930,3100
15092,Bratislava,1930,9000
15093,El-Aaiun,1920,22200
15094, Asia,19,9300
15095,Saint-Denis,1920,5400
15096, Southern Europe,21,17200
15097,Pretoria,1970,9300
15098, Central African Republic,20,25800
15099,Fort-de-France,1870,12400
15100,Alofi,1900,12400
15101, Americas,19,9000
15102, Europe,20,5400
15103, Americas,19,20900
15104,Tirana,1890,5400
15105,Hong Kong,1920,6500
15106,Baku,1930,9300
15107,Vienna,1940,9300
15108, Americas,19,11600
15109,Victoria,1960,38600
15110,Maseru,1930,6500
15111,Addis Ababa,1930,20900
15112,Asmara,1965,12400
15113, Americas,19,9300
15114,Seoul,1920,9300
15115,Adamstown,1930,9000
15116, Americas,19,12400
15117, Hong Kong S.A.R.,20,5400
15118, Niger,20,24100
15119,Montevideo,1970,11600
15120,Flying Fish Cove,1970,17200
15121, Saint-Barthelemy,20,39500
15122,Ljubljana,1940,9300
15123,Rome,1970,5400
15124,N'Djamena,1940,6500
15125,Kinshasa,1970,11600
15126,Juba,1940,12400
15127,Papeete,1940,22200
15128, Japan,20,9300
15129, Syria,20,24100
15130,Saint-Denis,1960,9000
15131,Skopje,1946,34400
15132,Rabat,1970,25800
15133, Iraq,20,20900
15134,Basseterre,1970,24100
15135, Asia,19,9000
15136,Doha,1920,9000
15137,Stockholm,1929,38600
15138, Zambia,20,9300
15139, Asia,19,22200
15140, Saint-Barthelemy,20,12400
15141, Gabon,19,3100
15142,Bissau,1940,9300
15143, Kazakhstan,20,3100
15144,Abuja,1940,9300
15145, Americas,19,20900
15146,Managua,1950,11600
15147, Equatorial Guinea,19,9000
15148,London,1950,22200
15149,Tbilisi,1970,9300
15150,Madrid,1930,11600
15151,Tallinn,1970,6500
15152, Andorra,19,20900
15153, Central African Republic,20,9300
15154,Tehran,1980,17200
15155, Europe,20,20900
15156, Europe,20,24100
15157,Roseau,1980,9300
15158, Cambodia,20,9300
15159, Saint Helena,20,22200
15160, Oceania,20,34400
15161,Rabat,1960,9300
15162,Tripolis,1960,5400
15163,Harare,1960,24100
15164,Philipsburg,1890,34700
15165,Conakry,1940,17200
15166,Athens,1860,5400
15167,Kuala Lumpur,1940,3100
15168, South America,21,9300
15169,Apia,1930,20900
15170, Melanesia,21,17200
15171,Luanda,1930,17200
15172, Europe,20,6500
15173, Caribbean,21,38600
15174, Macedonia,19,9000
15175, Swaziland,20,17200
15176,Tehran,1940,12400
15177,Apia,1910,20900
15178,El-Aaiun,1940,9000
15179,Monaco,1940,6500
15180,San Marino,1946,22200
15181,Bangkok,1960,17200
15182,Honiara,1960,9000
15183, Egypt,20,20900
15184,Dhaka,1980,6500
15185,Sucre,1960,17200
15186, Southern Asia,21,9000
15187,Lome,1930,25800
15188,Windhoek,1970,22200
15189, Kazakhstan,20,11600
15190,Mamoudzou,1900,24100
15191,Mogadishu,1960,9000
15192,Luanda,1970,9300
15193,Cockburn Town,1830,20900
15194,Freetown,1900,24100
15195,Banjul,1890,17200
15196, Americas,19,12400
15197,Lome,1900,20900
15198,Nuku'alofa,1930,22200
15199,Tbilisi,1940,5400
15200,Montevideo,1940,20900
15201,"Douglas, Isle of Man",1940,12400
15202,Dili,1960,11600
15203,Honiara,1940,9000
15204, Swaziland,20,9300
15205, Lesotho,20,17200
15206, Nepal,20,43100
15207,Yaren,1980,9300
15208,Bridgetown,1940,34700
15209, Philippines,20,9300
15210,Vatican City,1970,22200
15211,George Town,1970,17200
15212,Cockburn Town,1960,9300
15213,Valletta,1940,9000
15214,Ulan Bator,1950,25800
15215,Antananarivo,1950,9000
15216,Wellington,1950,5400
15217,Hagatna,1950,3100
15218,Pristina,1950,17200
15219, Bolivia,20,25800
15220,Santo Domingo,1950,24100
15221,Hagatna,1920,11600
15222,Port Louis,1930,12400
15223,Nicosia,1920,43100
15224,Lilongwe,1960,6500
15225,Tarawa,1940,9000
15226,Papeete,1950,9300
15227,San Salvador,1980,34700
15228, Europe,20,22200
15229,San Juan,1970,6500
15230, Oceania,20,17200
15231,Colombo,1930,5400
15232,Seoul,1890,9000
15233,Kampala,1940,17200
15234,Castries,1910,12400
15235, Europe,20,6500
15236, Eastern Asia,21,17200
15237,Colombo,1940,6500
15238,Minsk,1900,5400
15239,Dodoma,1930,9300
15240, Europe,20,9000
15241,Port Vila,1960,22200
15242,West Island,1970,34400
15243,Tokyo,1910,9300
15244,Ljubljana,1910,9300
15245,Yaren,1930,5400
15246,Gustavia,1960,9300
15247, Northern Europe,18,17200
15248, Sao Tome and Principe,19,5400
15249, Asia,19,17200
15250,Port Moresby,1910,9000
15251,Tripolis,1940,34400
15252,Lima,1940,9300
15253, Northern Europe,18,5400
15254, Europe,20,24100
15255, Argentina,20,20900
15256, Bolivia,20,9000
15257,Tegucigalpa,1960,12400
15258,Abuja,1920,24100
15259,Zagreb,1940,5400
15260, Asia,19,6500
15261,Gustavia,1950,5400
15262,Saipan,1960,12400
15263,Juba,1930,12400
15264,Riga,1940,38600
15265,Kuwait City,1940,5400
15266, Oceania,20,9000
15267,Avarua,1920,24100
15268,Mamoudzou,1950,9300
15269,Athens,1970,9000
15270,Beijing,1960,9000
15271,Yerevan,1920,22200
15272,Andorra la Vella,1940,12400
15273,Pretoria,1930,11600
15274,Cayenne,1970,12400
15275,Abu Dhabi,1940,3100
15276,Dakar,1940,34400
15277,Pristina,1940,24100
15278,Abu Dhabi,1930,24100
15279,Jakarta,1930,11600
15280,West Island,1930,9300
15281, Europe,20,12400
15282, Americas,19,20900
15283, Malawi,19,5400
15284, Vanuatu,19,3100
15285,Amsterdam,1930,17200
15286,Dili,1930,25800
15287, Belgium,19,17200
15288,Sarajevo,1920,22200
15289,Valletta,1920,12400
15290,Prague,1910,9300
15291,Male,1940,12400
15292,Stockholm,1920,9300
15293,Kralendijk,1930,22200
15294, Algeria,20,11600
15295,Athens,1920,11600
15296,Nuuk,1920,5400
15297, Americas,19,9300
15298,Kigali,1930,22200
15299,Monaco,1910,9000
15300,Tunis,1940,11600
15301, Comoros,20,20900
15302,Lome,1940,20900
15303,Athens,1940,17200
15304,Taipei,1950,5400
15305,Pago Pago,1970,34400
15306, Southern Asia,18,9300
15307,Libreville,1960,25800
15308,Muscat,1960,25800
